hubspot_id,name,domain,segment,industry,mrr,currency,signup_date,csm_owner,plan,state,churn_date,mrr_mxn,mrr_original,currency_original,mrr_source,mrr_confidence
HS-100281,Granado y Ponce y Asociados,granado129.com.mx,Enterprise,Retail,57489.00,MXN,2024-03-01,Carla Nuñez,Premium,Guanajuato,,57489.00,57489.00,MXN,crm,none
HS-100282,Luevano-Mota e Hijos,luevanomota900.com.mx,SMB,Tecnología,8791.00,MXN,2022-05-02,Diego Ortega,Basico,Nuevo León,,8791.00,8791.00,MXN,crm,none
HS-100283,"Magaña, Soto y Alarcón",magaña515.com.mx,SMB,Educación,2453.00,MXN,2023-02-14,Luis Peña,Basico,Guanajuato,2023-07-08,2453.00,2453.00,MXN,crm,none
HS-100284,Corporacin Caldera y Blanco,corporacin231.com.mx,SMB,Agroindustria,4834.00,MXN,2023-04-04,Ana Ruiz,Basico,Querétaro,,4834.00,4834.00,MXN,crm,none
HS-100285,de la O-Niño,de651.com.mx,Mid-Market,Construcción,17993.00,MXN,2023-04-28,Carla Nuñez,Pro,Chihuahua,,17993.00,17993.00,MXN,crm,none
HS-100286,Club Zambrano y Terrazas,club515.com.mx,SMB,Retail,7250.00,MXN,2023-03-14,Luis Peña,Basico,Nuevo León,,7250.00,7250.00,MXN,crm,none
HS-100287,Burgos y Rosales S.C.,burgos640.com.mx,SMB,Automotriz,7903.00,MXN,2022-06-04,Ana Ruiz,Basico,CDMX,,7903.00,7903.00,MXN,crm,none
HS-100288,Fernández-de la Garza,fernándezde47.com.mx,SMB,Retail,7254.00,MXN,2022-09-23,Diego Ortega,Basico,Sonora,,7254.00,7254.00,MXN,crm,none
HS-100289,Quintanilla-Hernádez,quintanillah633.com.mx,SMB,Educación,7234.00,MXN,2022-05-23,Carla Nuñez,Basico,Querétaro,,7234.00,7234.00,MXN,crm,none
HS-100290,Despacho Campos y Gamez,despacho980.com.mx,Mid-Market,Automotriz,24825.00,MXN,2023-11-19,Fernanda Solís,Pro,Estado de México,,24825.00,24825.00,MXN,crm,none
HS-100291,Carreón-Garay e Hijos,carreóngaray465.com.mx,SMB,Logística,2597.00,MXN,2022-05-02,Jorge Ibarra,Basico,Yucatán,,2597.00,2597.00,MXN,crm,none
HS-100292,Laureano-Gil,laureanogil349.com.mx,SMB,Construcción,6969.00,MXN,2024-03-25,Marta Díaz,Basico,Guanajuato,,6969.00,6969.00,MXN,crm,none
HS-100293,Enríquez e Hijos,enríquez134.com.mx,Mid-Market,Educación,21141.00,MXN,2022-04-24,Marta Díaz,Pro,Puebla,,21141.00,21141.00,MXN,crm,none
HS-100294,Serrato-Lomeli,serratolomel126.com.mx,SMB,Alimentos,4191.00,MXN,2022-12-15,Marta Díaz,Basico,Estado de México,2023-03-10,4191.00,4191.00,MXN,crm,none
HS-100295,"Despacho Posada, Saldivar y Alcántar",despacho429.com.mx,SMB,Hospitalidad,4033.00,MXN,2022-01-06,Carla Nuñez,Basico,Guanajuato,,4033.00,4033.00,MXN,crm,none
HS-100296,Industrias Jaramillo-Jaime,industrias782.com.mx,SMB,Construcción,3305.00,MXN,2022-07-09,Marta Díaz,Basico,Yucatán,,3305.00,3305.00,MXN,crm,none
HS-100297,Despacho Sánchez-Carmona,despacho93.com.mx,Mid-Market,Manufactura,25562.00,MXN,2022-11-18,Luis Peña,Pro,Sonora,,25562.00,25562.00,MXN,crm,none
HS-100298,Corporacin Casárez y Fuentes,corporacin50.com.mx,SMB,Salud,2414.00,MXN,2023-05-30,Diego Ortega,Basico,Yucatán,,2414.00,2414.00,MXN,crm,none
HS-100299,León y Becerra S.A. de C.V.,león550.com.mx,Mid-Market,Logística,12522.00,MXN,2024-06-17,Marta Díaz,Pro,Guanajuato,,12522.00,12522.00,MXN,crm,none
HS-100300,Laboratorios Villalpando y Limón,laboratorios375.com.mx,SMB,Educación,2370.00,MXN,2023-07-20,Luis Peña,Basico,Guanajuato,,2370.00,2370.00,MXN,crm,none
HS-100301,Nava-Mondragón S.A. de C.V.,navamondragó296.com.mx,SMB,Servicios Financieros,2602.00,MXN,2023-04-13,Carla Nuñez,Basico,Querétaro,,2602.00,2602.00,MXN,crm,none
HS-100302,Alcaraz-Mayorga S.A.,alcarazmayor697.com.mx,SMB,Hospitalidad,7005.00,MXN,2022-01-05,Jorge Ibarra,Basico,Guanajuato,,7005.00,7005.00,MXN,crm,none
HS-100303,Corporacin Aragón-Rivas,corporacin572.com.mx,SMB,Salud,4995.00,MXN,2023-04-02,Jorge Ibarra,Basico,Chihuahua,,4995.00,4995.00,MXN,crm,none
HS-100304,Guzmán-Salcido,guzmánsalcid47.com.mx,Mid-Market,Manufactura,13490.00,MXN,2023-03-28,Jorge Ibarra,Pro,Chihuahua,,13490.00,13490.00,MXN,crm,none
HS-100305,"Club Quiroz, Aranda y Cardenas",club153.com.mx,Mid-Market,Alimentos,25892.00,MXN,2022-06-13,Carla Nuñez,Pro,Guanajuato,,25892.00,25892.00,MXN,crm,none
HS-100306,Borrego y Arenas S.C.,borrego403.com.mx,Enterprise,Tecnología,66910.00,MXN,2023-03-01,Diego Ortega,Premium,Chihuahua,,66910.00,66910.00,MXN,crm,none
HS-100307,Mayorga-Montemayor S.C.,mayorgamonte502.com.mx,SMB,Servicios Financieros,7805.00,MXN,2022-07-24,Ana Ruiz,Basico,Guanajuato,,7805.00,7805.00,MXN,crm,none
HS-100308,Laboratorios Escobar-Gómez,laboratorios690.com.mx,SMB,Salud,53594.50,MXN,2024-04-10,Fernanda Solís,Basico,CDMX,,53594.50,2897.00,USD,crm,none
HS-100309,"Grupo Beltrán, Garza y Bahena",grupo486.com.mx,Mid-Market,Hospitalidad,27955.00,MXN,2023-12-07,Ana Ruiz,Pro,Sonora,,27955.00,27955.00,MXN,crm,none
HS-100310,"Carreón, Alonso y Castellanos",carreón175.com.mx,SMB,Alimentos,6294.00,MXN,2022-08-23,Luis Peña,Basico,CDMX,,6294.00,6294.00,MXN,crm,none
HS-100311,Tovar A.C.,tovar971.com.mx,SMB,Hospitalidad,7738.00,MXN,2022-10-13,Jorge Ibarra,Basico,Nuevo León,2023-10-29,7738.00,,MXN,imputed_from_deal,medium
HS-100312,Molina y Asociados,molina708.com.mx,SMB,Educación,3670.00,MXN,2023-05-18,Jorge Ibarra,Basico,CDMX,,3670.00,3670.00,MXN,crm,none
HS-100313,"Carrión, Mejía y Aparicio",carrión142.com.mx,SMB,Agroindustria,6249.00,MXN,2022-06-15,Fernanda Solís,Basico,Yucatán,,6249.00,6249.00,MXN,crm,none
HS-100314,Centeno-Sandoval S.A. de C.V.,centenosando386.com.mx,Enterprise,Servicios Financieros,58124.00,MXN,2022-04-09,Marta Díaz,Premium,Chihuahua,,58124.00,58124.00,MXN,crm,none
HS-100315,"Almanza, Dávila y Sanches",almanza693.com.mx,Mid-Market,Salud,17662.00,MXN,2023-02-13,Luis Peña,Pro,Querétaro,,17662.00,17662.00,MXN,crm,none
HS-100316,Club de Jesús-Verduzco,club306.com.mx,Mid-Market,Servicios Financieros,18752.00,MXN,2022-06-14,Luis Peña,Pro,Yucatán,,18752.00,18752.00,MXN,crm,none
HS-100317,Ocampo y Rocha S. R.L. de C.V.,ocampo492.com.mx,SMB,Salud,4857.00,MXN,2023-08-10,Fernanda Solís,Basico,Querétaro,,4857.00,4857.00,MXN,crm,none
HS-100318,"Espinal, de la Rosa y Guerra",espinal125.com.mx,SMB,Logística,6697.00,MXN,2022-08-13,Jorge Ibarra,Basico,Guanajuato,,6697.00,6697.00,MXN,crm,none
HS-100319,Flores-Zapata,floreszapata298.com.mx,SMB,Tecnología,2344.00,MXN,2024-02-24,Fernanda Solís,Basico,Querétaro,2024-06-19,2344.00,2344.00,MXN,crm,none
HS-100320,Corporacin Aguirre y Jaime,corporacin491.com.mx,SMB,Agroindustria,3752.00,MXN,2023-12-12,Carla Nuñez,Basico,Querétaro,,3752.00,3752.00,MXN,crm,none
HS-100321,Galindo S. R.L. de C.V.,galindo112.com.mx,SMB,Tecnología,7043.00,MXN,2022-02-18,Luis Peña,Basico,Puebla,2023-10-14,7043.00,7043.00,MXN,crm,none
HS-100322,Montez-Peres,montezperes103.com.mx,Mid-Market,Manufactura,19823.00,MXN,2023-10-04,Fernanda Solís,Pro,Nuevo León,,19823.00,,MXN,imputed_from_deal,medium
HS-100323,Olivares S.C.,olivares988.com.mx,Mid-Market,Manufactura,14175.00,MXN,2022-12-31,Jorge Ibarra,Pro,Yucatán,,14175.00,14175.00,MXN,crm,none
HS-100324,"Proyectos Orozco, Rivera y Abreu",proyectos205.com.mx,SMB,Automotriz,8192.00,MXN,2022-11-20,Ana Ruiz,Basico,Jalisco,,8192.00,8192.00,MXN,crm,none
HS-100325,"Zayas, Guajardo y García",zayas588.com.mx,Enterprise,Automotriz,76410.00,MXN,2022-07-07,Ana Ruiz,Premium,Nuevo León,,76410.00,76410.00,MXN,crm,none
HS-100326,Orta-Estévez,ortaestévez904.com.mx,Mid-Market,Educación,14760.00,MXN,2024-02-27,Diego Ortega,Pro,Estado de México,,14760.00,14760.00,MXN,crm,none
HS-100327,Proyectos Guzmán y Quintero,proyectos191.com.mx,Mid-Market,Alimentos,18485.00,MXN,2023-02-04,Carla Nuñez,Pro,Sonora,2023-09-04,18485.00,18485.00,MXN,crm,none
HS-100328,Arriaga-Armenta,arriagaarmen951.com.mx,Mid-Market,Retail,18324.00,MXN,2022-12-27,Carla Nuñez,Pro,Chihuahua,,18324.00,18324.00,MXN,crm,none
HS-100329,Delgado y Asociados,delgado911.com.mx,SMB,Alimentos,3099.00,MXN,2022-10-09,Diego Ortega,Basico,Jalisco,,3099.00,3099.00,MXN,crm,none
HS-100330,Terán-Negrete,teránnegrete167.com.mx,SMB,Salud,7989.00,MXN,2022-01-31,Luis Peña,Basico,CDMX,,7989.00,7989.00,MXN,crm,none
HS-100331,Corporacin Alcántar-Carranza,corporacin346.com.mx,SMB,Agroindustria,8477.00,MXN,2022-07-22,Luis Peña,Basico,Nuevo León,,8477.00,8477.00,MXN,crm,none
HS-100332,Corporacin Quintanilla-Macías,corporacin877.com.mx,Mid-Market,Hospitalidad,22287.00,MXN,2022-03-18,Marta Díaz,Pro,Jalisco,,22287.00,22287.00,MXN,crm,none
HS-100333,Colón-Peña S.C.,colónpeña686.com.mx,SMB,Educación,2781.00,MXN,2023-08-29,Luis Peña,Basico,CDMX,,2781.00,2781.00,MXN,crm,none
HS-100334,Grupo Guzmán-de Anda,grupo393.com.mx,SMB,Logística,3929.00,MXN,2023-09-01,Marta Díaz,Basico,Querétaro,,3929.00,3929.00,MXN,crm,none
HS-100335,Laboratorios Murillo y Castañeda,laboratorios741.com.mx,SMB,Hospitalidad,6693.00,MXN,2022-08-16,Fernanda Solís,Basico,Puebla,,6693.00,6693.00,MXN,crm,none
HS-100336,Laureano-Ocasio,laureanoocas684.com.mx,SMB,Manufactura,2968.00,MXN,2023-01-23,Carla Nuñez,Basico,Querétaro,2024-03-09,2968.00,2968.00,MXN,crm,none
HS-100337,Rivero-Ortiz,riveroortiz121.com.mx,Mid-Market,Agroindustria,18667.00,MXN,2024-04-10,Luis Peña,Pro,Nuevo León,,18667.00,,MXN,imputed_from_deal,high
HS-100338,"Grupo Vallejo, Arriaga y Tejada",grupo157.com.mx,Mid-Market,Alimentos,21242.00,MXN,2022-07-02,Jorge Ibarra,Pro,Chihuahua,,21242.00,21242.00,MXN,crm,none
HS-100339,Zedillo S.C.,zedillo846.com.mx,SMB,Automotriz,3789.00,MXN,2023-01-23,Diego Ortega,Basico,Jalisco,,3789.00,3789.00,MXN,crm,none
HS-100340,Prado-Castillo A.C.,pradocastill458.com.mx,SMB,Servicios Financieros,6326.00,MXN,2023-01-24,Ana Ruiz,Basico,CDMX,,6326.00,6326.00,MXN,crm,none
HS-100341,Ureña S. R.L. de C.V.,ureña925.com.mx,SMB,Servicios Financieros,6140.00,MXN,2022-07-09,Luis Peña,Basico,Guanajuato,,6140.00,6140.00,MXN,crm,none
HS-100342,"Ceja, Longoria y Alonso",ceja453.com.mx,SMB,Servicios Financieros,2952.00,MXN,2022-08-31,Ana Ruiz,Basico,Chihuahua,,2952.00,2952.00,MXN,crm,none
HS-100343,"Amaya, Cadena y Prieto",amaya829.com.mx,SMB,Alimentos,45417.50,MXN,2022-11-15,Jorge Ibarra,Basico,Sonora,,45417.50,2455.00,USD,crm,none
HS-100344,Caraballo S. R.L. de C.V.,caraballo573.com.mx,SMB,Manufactura,5787.00,MXN,2022-10-03,Diego Ortega,Basico,CDMX,2023-08-19,5787.00,5787.00,MXN,crm,none
HS-100345,"Lebrón, Vallejo y Polanco",lebrón224.com.mx,SMB,Agroindustria,6737.00,MXN,2022-08-27,Fernanda Solís,Basico,Jalisco,,6737.00,6737.00,MXN,crm,none
HS-100346,Grijalva-Regalado,grijalvarega62.com.mx,Mid-Market,Servicios Financieros,24468.00,MXN,2022-04-17,Luis Peña,Pro,Nuevo León,,24468.00,24468.00,MXN,crm,none
HS-100347,"Proyectos Carranza, Ramón y Olmos",proyectos747.com.mx,Mid-Market,Automotriz,22774.00,MXN,2023-02-13,Jorge Ibarra,Pro,Yucatán,,22774.00,22774.00,MXN,crm,none
HS-100348,Zelaya y Marrero S. R.L. de C.V.,zelaya385.com.mx,SMB,Educación,31884.00,MXN,2022-10-19,Marta Díaz,Basico,Jalisco,,31884.00,,MXN,imputed_from_deal,medium
HS-100349,"Cabán, Olivárez y Tamayo",cabán551.com.mx,SMB,Tecnología,5219.00,MXN,2023-06-24,Luis Peña,Basico,CDMX,,5219.00,5219.00,MXN,crm,none
HS-100350,Marín-Bernal,marínbernal306.com.mx,Mid-Market,Manufactura,26840.00,MXN,2022-12-13,Diego Ortega,Pro,Puebla,,26840.00,26840.00,MXN,crm,none
HS-100351,Delgadillo-López y Asociados,delgadilloló472.com.mx,SMB,Construcción,89447.50,MXN,2024-01-24,Diego Ortega,Basico,Jalisco,2024-06-24,89447.50,4835.00,USD,crm,none
HS-100352,"Estévez, Covarrubias y Ramírez",estévez829.com.mx,Mid-Market,Manufactura,22737.00,MXN,2023-08-01,Ana Ruiz,Pro,Puebla,,22737.00,22737.00,MXN,crm,none
HS-100353,"Proyectos Saldivar, Tejeda y de la Torre",proyectos69.com.mx,Mid-Market,Construcción,186850.00,MXN,2024-05-12,Fernanda Solís,Pro,CDMX,,186850.00,10100.00,USD,crm,none
HS-100354,"Proyectos Loera, Vergara y Torres",proyectos759.com.mx,SMB,Construcción,2362.00,MXN,2023-05-28,Luis Peña,Basico,CDMX,,2362.00,2362.00,MXN,crm,none
HS-100355,"Bétancourt, Macías y Terán",bétancourt516.com.mx,SMB,Tecnología,4369.00,MXN,2023-11-23,Carla Nuñez,Basico,Guanajuato,,4369.00,4369.00,MXN,crm,none
HS-100356,Jáquez S.A.,jáquez613.com.mx,Mid-Market,Hospitalidad,19507.00,MXN,2023-02-24,Luis Peña,Pro,Chihuahua,,19507.00,19507.00,MXN,crm,none
HS-100357,Club Vera-Pelayo,club424.com.mx,SMB,Construcción,4461.00,MXN,2022-06-09,Carla Nuñez,Basico,Nuevo León,,4461.00,4461.00,MXN,crm,none
HS-100358,Zapata-Moreno,zapatamoreno696.com.mx,Mid-Market,Automotriz,27214.00,MXN,2022-04-03,Fernanda Solís,Pro,Estado de México,2023-05-20,27214.00,,MXN,imputed_from_deal,medium
HS-100359,Urrutia y Trejo S.A. de C.V.,urrutia327.com.mx,Enterprise,Servicios Financieros,54755.00,MXN,2023-02-17,Jorge Ibarra,Premium,Nuevo León,,54755.00,54755.00,MXN,crm,none
HS-100360,Chacón-Flores S.C.,chacónflores485.com.mx,Mid-Market,Servicios Financieros,16384.00,MXN,2024-04-20,Luis Peña,Pro,Yucatán,,16384.00,16384.00,MXN,crm,none
HS-100361,Despacho Hernández-Aponte,despacho576.com.mx,SMB,Manufactura,5380.00,MXN,2022-10-09,Jorge Ibarra,Basico,Puebla,,5380.00,5380.00,MXN,crm,none
HS-100362,"Grupo Armas, Matías y Cruz",grupo209.com.mx,Mid-Market,Logística,11590.00,MXN,2024-03-15,Marta Díaz,Pro,Jalisco,,11590.00,11590.00,MXN,crm,none
HS-100363,Mercado-Roldán S.A. de C.V.,mercadoroldá742.com.mx,SMB,Servicios Financieros,8794.00,MXN,2023-04-26,Fernanda Solís,Basico,Sonora,,8794.00,8794.00,MXN,crm,none
HS-100364,Laboratorios Mejía y Bustos,laboratorios41.com.mx,SMB,Hospitalidad,2596.00,MXN,2023-04-16,Fernanda Solís,Basico,Chihuahua,,2596.00,2596.00,MXN,crm,none
HS-100365,Ávalos S.C.,ávalos491.com.mx,Enterprise,Construcción,47869.00,MXN,2023-03-16,Ana Ruiz,Premium,Puebla,,47869.00,47869.00,MXN,crm,none
HS-100366,Villarreal y Robles S. R.L. de C.V.,villarreal986.com.mx,SMB,Construcción,8074.00,MXN,2022-07-03,Jorge Ibarra,Basico,Puebla,,8074.00,8074.00,MXN,crm,none
HS-100367,"Maestas, de la Garza y Aragón",maestas619.com.mx,Enterprise,Agroindustria,53993.00,MXN,2022-11-30,Carla Nuñez,Premium,Guanajuato,,53993.00,53993.00,MXN,crm,none
HS-100368,Proyectos Soliz y Trejo,proyectos390.com.mx,Enterprise,Logística,70514.00,MXN,2024-06-22,Marta Díaz,Premium,Guanajuato,,70514.00,70514.00,MXN,crm,none
HS-100369,Angulo y Asociados,angulo904.com.mx,SMB,Servicios Financieros,6073.00,MXN,2024-05-25,Fernanda Solís,Basico,Yucatán,,6073.00,6073.00,MXN,crm,none
HS-100370,Industrias Zamora-Vera,industrias937.com.mx,SMB,Salud,3664.00,MXN,2022-01-08,Carla Nuñez,Basico,Puebla,,3664.00,3664.00,MXN,crm,none
HS-100371,Laboratorios Santacruz y Elizondo,laboratorios150.com.mx,SMB,Agroindustria,2132.00,MXN,2023-05-27,Carla Nuñez,Basico,Estado de México,,2132.00,2132.00,MXN,crm,none
HS-100372,"Grupo Casanova, Franco y Jurado",grupo157.com.mx,SMB,Logística,3607.00,MXN,2023-07-02,Diego Ortega,Basico,Puebla,,3607.00,3607.00,MXN,crm,none
HS-100373,Soria y Quiroz e Hijos,soria564.com.mx,SMB,Alimentos,7362.00,MXN,2024-01-21,Jorge Ibarra,Basico,Yucatán,,7362.00,7362.00,MXN,crm,none
HS-100374,Lira y Barrera S.A. de C.V.,lira173.com.mx,Mid-Market,Alimentos,20540.00,MXN,2023-11-22,Carla Nuñez,Pro,Yucatán,,20540.00,20540.00,MXN,crm,none
HS-100375,Grupo Benavides-Henríquez,grupo939.com.mx,SMB,Tecnología,6441.00,MXN,2023-12-16,Diego Ortega,Basico,CDMX,2024-03-04,6441.00,6441.00,MXN,crm,none
HS-100376,"Club Marrero, Guzmán y Vela",club423.com.mx,SMB,Manufactura,3126.00,MXN,2023-06-22,Ana Ruiz,Basico,Puebla,,3126.00,3126.00,MXN,crm,none
HS-100377,"Corporacin Fierro, Cardenas y Galván",corporacin467.com.mx,Mid-Market,Servicios Financieros,10980.00,MXN,2023-01-02,Carla Nuñez,Pro,Yucatán,,10980.00,10980.00,MXN,crm,none
HS-100378,Proyectos Quezada-Fernández,proyectos500.com.mx,SMB,Automotriz,2128.00,MXN,2022-02-08,Ana Ruiz,Basico,CDMX,,2128.00,2128.00,MXN,crm,none
HS-100379,"Montoya, Cardona y Villanueva",montoya740.com.mx,Mid-Market,Servicios Financieros,26555.00,MXN,2024-05-31,Diego Ortega,Pro,Estado de México,,26555.00,26555.00,MXN,crm,none
HS-100380,Mata S.C.,mata110.com.mx,SMB,Tecnología,2789.00,MXN,2024-05-19,Carla Nuñez,Basico,Chihuahua,,2789.00,2789.00,MXN,crm,none
HS-100381,Gurule-Jurado,gurulejurado835.com.mx,SMB,Logística,4903.00,MXN,2022-08-12,Marta Díaz,Basico,Estado de México,,4903.00,4903.00,MXN,crm,none
HS-100382,Batista S.C.,batista579.com.mx,Mid-Market,Alimentos,16400.00,MXN,2024-02-16,Diego Ortega,Pro,Jalisco,,16400.00,16400.00,MXN,crm,none
HS-100383,Garay y Garay S. R.L. de C.V.,garay879.com.mx,Mid-Market,Automotriz,10038.00,MXN,2024-03-19,Jorge Ibarra,Pro,Chihuahua,,10038.00,10038.00,MXN,crm,none
HS-100384,Garza-Arriaga S.A. de C.V.,garzaarriaga58.com.mx,Mid-Market,Alimentos,9309.00,MXN,2023-12-05,Jorge Ibarra,Pro,Estado de México,,9309.00,9309.00,MXN,crm,none
HS-100385,"Club Zarate, Peña y Gaona",club804.com.mx,Mid-Market,Automotriz,27541.00,MXN,2023-07-08,Carla Nuñez,Pro,CDMX,,27541.00,27541.00,MXN,crm,none
HS-100386,"Ordóñez, Limón y Arias",ordóñez217.com.mx,Mid-Market,Construcción,27572.00,MXN,2022-04-13,Ana Ruiz,Pro,Querétaro,,27572.00,27572.00,MXN,crm,none
HS-100387,Laboratorios Herrera-Fuentes,laboratorios578.com.mx,SMB,Servicios Financieros,136733.50,MXN,2023-11-19,Marta Díaz,Basico,CDMX,,136733.50,7391.00,USD,crm,none
HS-100388,Palomino y Curiel S.A. de C.V.,palomino602.com.mx,SMB,Construcción,3181.00,MXN,2024-03-10,Carla Nuñez,Basico,Puebla,2024-05-19,3181.00,3181.00,MXN,crm,none
HS-100389,Segovia y Esquivel S.A. de C.V.,segovia855.com.mx,Mid-Market,Hospitalidad,21751.00,MXN,2022-01-14,Marta Díaz,Pro,Estado de México,,21751.00,21751.00,MXN,crm,none
HS-100390,"Balderas, Galván y Espinal",balderas144.com.mx,Mid-Market,Agroindustria,11569.00,MXN,2022-05-20,Marta Díaz,Pro,CDMX,,11569.00,11569.00,MXN,crm,none
HS-100391,Rocha-Posada,rochaposada448.com.mx,Enterprise,Retail,50321.00,MXN,2022-12-20,Carla Nuñez,Premium,Sonora,,50321.00,50321.00,MXN,crm,none
HS-100392,"Corporacin Merino, Orosco y Jaimes",corporacin993.com.mx,SMB,Educación,8336.00,MXN,2024-04-15,Diego Ortega,Basico,Yucatán,,8336.00,8336.00,MXN,crm,none
HS-100393,Chávez-Colón,chávezcolón234.com.mx,SMB,Alimentos,4914.00,MXN,2023-02-07,Luis Peña,Basico,Sonora,,4914.00,4914.00,MXN,crm,none
HS-100394,Proyectos Baca y Becerra,proyectos390.com.mx,Mid-Market,Automotriz,18678.00,MXN,2022-07-24,Ana Ruiz,Pro,Jalisco,,18678.00,18678.00,MXN,crm,none
HS-100395,Laboratorios Olivares-Castro,laboratorios158.com.mx,SMB,Logística,5112.00,MXN,2023-01-01,Marta Díaz,Basico,Jalisco,,5112.00,5112.00,MXN,crm,none
HS-100396,Cedillo-de la Torre y Asociados,cedillode6.com.mx,Enterprise,Retail,51587.00,MXN,2023-08-08,Ana Ruiz,Premium,Nuevo León,,51587.00,51587.00,MXN,crm,none
HS-100397,Saldivar-Rangel,saldivarrang192.com.mx,Mid-Market,Retail,23707.00,MXN,2022-09-10,Jorge Ibarra,Pro,Jalisco,,23707.00,23707.00,MXN,crm,none
HS-100398,Grupo Armenta-Ledesma,grupo92.com.mx,SMB,Manufactura,4899.00,MXN,2022-02-28,Diego Ortega,Basico,Guanajuato,,4899.00,4899.00,MXN,crm,none
HS-100399,Chavarría y Santiago S.A.,chavarría13.com.mx,Mid-Market,Educación,22559.00,MXN,2023-04-02,Fernanda Solís,Pro,Chihuahua,,22559.00,22559.00,MXN,crm,none
HS-100400,Guevara S.A. de C.V.,guevara586.com.mx,Mid-Market,Construcción,14556.00,MXN,2022-06-08,Luis Peña,Pro,Querétaro,,14556.00,14556.00,MXN,crm,none
HS-100401,"Corporacin Varela, Mesa y Collazo",corporacin275.com.mx,SMB,Logística,6039.00,MXN,2023-02-08,Jorge Ibarra,Basico,Querétaro,2023-08-28,6039.00,6039.00,MXN,crm,none
HS-100402,Flores-Reyes S. R.L. de C.V.,floresreyes802.com.mx,Enterprise,Alimentos,44495.00,MXN,2022-06-10,Fernanda Solís,Premium,Yucatán,,44495.00,44495.00,MXN,crm,none
HS-100403,Heredia y Ávila S.C.,heredia632.com.mx,SMB,Hospitalidad,3601.00,MXN,2022-09-07,Jorge Ibarra,Basico,Guanajuato,2022-11-12,3601.00,3601.00,MXN,crm,none
HS-100404,"Márquez, Adame y Cepeda",márquez390.com.mx,Mid-Market,Hospitalidad,19798.00,MXN,2022-04-26,Diego Ortega,Pro,Sonora,,19798.00,19798.00,MXN,crm,none
HS-100405,Industrias Fajardo y Patiño,industrias308.com.mx,SMB,Tecnología,4626.00,MXN,2023-04-22,Jorge Ibarra,Basico,Guanajuato,,4626.00,4626.00,MXN,crm,none
HS-100406,"Castro, Collado y Villalpando",castro753.com.mx,Enterprise,Logística,65740.00,MXN,2023-11-17,Marta Díaz,Premium,Estado de México,,65740.00,65740.00,MXN,crm,none
HS-100407,Marroquín y Mercado A.C.,marroquín837.com.mx,SMB,Logística,8437.00,MXN,2023-10-19,Luis Peña,Basico,Sonora,2024-05-10,8437.00,8437.00,MXN,crm,none
HS-100408,"Grupo Quintanilla, Trejo y Batista",grupo185.com.mx,SMB,Servicios Financieros,7584.00,MXN,2022-12-18,Jorge Ibarra,Basico,Puebla,,7584.00,7584.00,MXN,crm,none
HS-100409,Rangel y Alfaro e Hijos,rangel817.com.mx,Enterprise,Alimentos,81671.00,MXN,2022-10-12,Diego Ortega,Premium,Estado de México,,81671.00,81671.00,MXN,crm,none
HS-100410,Laboratorios Garrido-Quiñónez,laboratorios512.com.mx,SMB,Automotriz,3140.00,MXN,2022-01-08,Luis Peña,Basico,Estado de México,,3140.00,3140.00,MXN,crm,none
HS-100411,"Núñez, Laureano y Casillas",núñez76.com.mx,SMB,Educación,5678.00,MXN,2023-07-13,Carla Nuñez,Basico,Estado de México,,5678.00,5678.00,MXN,crm,none
HS-100412,Industrias Robledo-Rivero,industrias38.com.mx,Enterprise,Servicios Financieros,73982.00,MXN,2023-12-29,Carla Nuñez,Premium,Sonora,,73982.00,73982.00,MXN,crm,none
HS-100413,Quiroz-Aponte,quirozaponte937.com.mx,Enterprise,Automotriz,78394.00,MXN,2023-12-11,Fernanda Solís,Premium,Guanajuato,,78394.00,78394.00,MXN,crm,none
HS-100414,Carmona y Adame y Asociados,carmona663.com.mx,Mid-Market,Tecnología,10451.00,MXN,2024-04-23,Fernanda Solís,Pro,Estado de México,,10451.00,10451.00,MXN,crm,none
HS-100415,"Paz, Aguirre y Velásquez",paz989.com.mx,Mid-Market,Salud,23105.00,MXN,2023-05-27,Luis Peña,Pro,Chihuahua,2023-12-05,23105.00,23105.00,MXN,crm,none
HS-100416,"Club Henríquez, Lara y Aragón",club532.com.mx,SMB,Agroindustria,6571.00,MXN,2022-08-16,Jorge Ibarra,Basico,Yucatán,,6571.00,6571.00,MXN,crm,none
HS-100417,"Grupo Macías, Canales y Rolón",grupo603.com.mx,SMB,Automotriz,7656.00,MXN,2023-01-22,Ana Ruiz,Basico,Yucatán,,7656.00,7656.00,MXN,crm,none
HS-100418,Luna-Burgos S. R.L. de C.V.,lunaburgos303.com.mx,SMB,Retail,5407.00,MXN,2022-10-13,Fernanda Solís,Basico,Nuevo León,,5407.00,5407.00,MXN,crm,none
HS-100419,Ruelas S.A.,ruelas320.com.mx,Mid-Market,Salud,23920.00,MXN,2023-08-05,Jorge Ibarra,Pro,Guanajuato,,23920.00,23920.00,MXN,crm,none
HS-100420,Viera S.C.,viera100.com.mx,Mid-Market,Alimentos,440762.50,MXN,2024-02-28,Diego Ortega,Pro,Jalisco,2024-05-03,440762.50,23825.00,USD,crm,none
HS-100421,Club Mascareñas-Moya,club870.com.mx,Mid-Market,Manufactura,12583.00,MXN,2023-04-10,Fernanda Solís,Pro,Puebla,,12583.00,12583.00,MXN,crm,none
