company_sk,master_id,hubspot_id,account_id,vitally_id,company_name,domain_label,segment,industry,plan,csm_owner,state,signup_date,churn_date,churn_status,attributes_hash,effective_from,effective_to,is_current,ruleset_version
45f4035026f3,5d3997bae226,HS-100165,ACC-2164,cus_100164,Dueñas S. R.L. de C.V.,duenas100,SMB,Automotriz,Basico,Ana Ruiz,Sonora,2023-03-31,,active,3006ea73b76b,2024-08-31,,True,1.0.0
2d3346debb6e,5d3a54fbe090,HS-100509,ACC-2508,cus_100508,Maestas-Bustos A.C.,maestasbusto63,Enterprise,Alimentos,Premium,Luis Peña,Chihuahua,2024-06-12,,active,a06dca9fd7ac,2024-08-31,,True,1.0.0
44d3b1a92bec,5df58f1cd011,HS-100006,ACC-2005,cus_100005,Cuellar-Ceja e Hijos,cuellarceja100,SMB,Educación,Basico,Ana Ruiz,Yucatán,2022-02-20,,active,3006ea73b76b,2024-08-31,,True,1.0.0
df82f57e0d58,5f6fe04e3c0d,HS-100530,ACC-2529,cus_100529,"Despacho Montalvo, Garza y Salazar",despacho738,Mid-Market,Retail,Pro,Jorge Ibarra,Nuevo León,2022-03-27,,active,f20fd128e16f,2024-08-31,,True,1.0.0
8b6fe23acad2,5ff51d984ff6,HS-100541,ACC-2540,cus_100540,Arevalo-Orta,arevaloorta316,Enterprise,Retail,Premium,Fernanda Solís,Querétaro,2022-02-23,,active,e4075c4fb552,2024-08-31,,True,1.0.0
56828627cfeb,6010a6c2645a,HS-100378,ACC-2377,cus_100377,Proyectos Quezada-Fernández,proyectos500,SMB,Automotriz,Basico,Ana Ruiz,CDMX,2022-02-08,,active,3006ea73b76b,2024-08-31,,True,1.0.0
07528fb7ad89,605a3500df16,HS-100303,ACC-2302,cus_100302,Corporacin Aragón-Rivas,corporacin572,SMB,Salud,Basico,Jorge Ibarra,Chihuahua,2023-04-02,,active,178fe802cd43,2024-08-31,,True,1.0.0
7f1c2ec53a83,61797f4fd29d,HS-100457,ACC-2456,cus_100456,Tórrez-Polanco,torrezpolanc672,SMB,Educación,Basico,Luis Peña,Sonora,2023-01-04,2023-04-13,churned,b1d5ba07b065,2024-08-31,,True,1.0.0
0c5b2b5c55dd,618a87bd9809,HS-100636,ACC-2635,cus_100635,Aparicio y Asociados,aparicio142,SMB,Tecnología,Basico,Carla Nuñez,Guanajuato,2022-08-06,,active,54379cde7967,2024-08-31,,True,1.0.0
eede719c1351,61c8003722fd,HS-100053,ACC-2052,cus_100052,"Sevilla, Prado y Gálvez",sevilla4,Enterprise,Manufactura,Premium,Luis Peña,Yucatán,2022-07-21,,active,a06dca9fd7ac,2024-08-31,,True,1.0.0
f64d3c8216d7,621d856f0a4b,HS-100045,ACC-2044,cus_100044,"Industrias Soto, Luna y Llamas",industrias734,SMB,Automotriz,Basico,Fernanda Solís,Querétaro,2022-05-18,,active,05c44af64c13,2024-08-31,,True,1.0.0
d5c802482dfd,62e862d0ba6b,HS-100526,ACC-2525,cus_100525,"Arellano, Abrego y Carrero",arellano872,SMB,Educación,Basico,Diego Ortega,Sonora,2023-09-05,2024-01-24,churned,b91952ad0533,2024-08-31,,True,1.0.0
2715f9747d98,62f2df8d7d2e,HS-100180,ACC-2179,cus_100179,"Nazario, Almaraz y Sandoval",nazario283,SMB,Educación,Basico,Ana Ruiz,Puebla,2024-03-21,,active,3006ea73b76b,2024-08-31,,True,1.0.0
baffd1294eab,63a717661ec6,HS-100102,ACC-2101,cus_100101,"Venegas, Cantú y Munguía",venegas277,Mid-Market,Automotriz,Pro,Jorge Ibarra,Sonora,2023-02-14,,active,f20fd128e16f,2024-08-31,,True,1.0.0
89aa232cff14,644cd69de81c,HS-100266,ACC-2265,cus_100265,Garica-Díaz,garicadiaz618,Mid-Market,Alimentos,Pro,Marta Díaz,Yucatán,2024-06-09,,active,991478174dff,2024-08-31,,True,1.0.0
10d2a63c5558,64dcc8776b32,HS-100279,ACC-2278,cus_100278,Grupo Arevalo-Loera,grupo378,Mid-Market,Hospitalidad,Pro,Ana Ruiz,Jalisco,2022-07-29,,active,b10d0bb0f81c,2024-08-31,,True,1.0.0
2f3ff4316b1b,651fe741fa3d,HS-100196,ACC-2195,cus_100195,Durán S.C.,duran99,SMB,Educación,Basico,Carla Nuñez,Chihuahua,2022-03-20,2022-07-19,churned,54379cde7967,2024-08-31,,True,1.0.0
066a33b56bd7,652a84cfe5c1,HS-100631,ACC-2630,cus_100630,Grupo Cordero-Gaitán,grupo791,Mid-Market,Retail,Pro,Carla Nuñez,Nuevo León,2024-01-15,,active,49d8861015c4,2024-08-31,,True,1.0.0
6564b5e36afb,659b8fb24c41,HS-100141,ACC-2140,cus_100140,Laboratorios Salas y Carrera,laboratorios855,Enterprise,Educación,Premium,Luis Peña,Estado de México,2022-10-12,,active,a06dca9fd7ac,2024-08-31,,True,1.0.0
a67b4f51f3fe,664b9e778e26,HS-100377,ACC-2376,cus_100376,"Corporacin Fierro, Cardenas y Galván",corporacin467,Mid-Market,Servicios Financieros,Pro,Carla Nuñez,Yucatán,2023-01-02,,active,49d8861015c4,2024-08-31,,True,1.0.0
2502120aa1a4,6709cae3efd1,HS-100570,ACC-2569,cus_100569,"Grupo Portillo, del Río y Valdivia",grupo259,SMB,Construcción,Basico,Fernanda Solís,Querétaro,2024-01-14,,active,05c44af64c13,2024-08-31,,True,1.0.0
5dea7762114e,67298e35c7b4,HS-100481,ACC-2480,cus_100480,Ozuna y Castillo y Asociados,ozuna691,Mid-Market,Hospitalidad,Pro,Ana Ruiz,CDMX,2023-03-12,,active,b10d0bb0f81c,2024-08-31,,True,1.0.0
e598f28c9ae0,67934042a230,HS-100243,ACC-2242,cus_100242,"Godoy, Santiago y Gollum",godoy292,Enterprise,Retail,Premium,Carla Nuñez,Nuevo León,2022-02-06,,active,3bfc4837532c,2024-08-31,,True,1.0.0
ec74415dd97a,67da30b569af,HS-100418,ACC-2417,cus_100417,Luna-Burgos S. R.L. de C.V.,lunaburgos303,SMB,Retail,Basico,Fernanda Solís,Nuevo León,2022-10-13,,active,05c44af64c13,2024-08-31,,True,1.0.0
b10d130c26e5,67e350db2ed9,HS-100391,ACC-2390,cus_100390,Rocha-Posada,rochaposada448,Enterprise,Retail,Premium,Carla Nuñez,Sonora,2022-12-20,,active,3bfc4837532c,2024-08-31,,True,1.0.0
90a0dce49922,6853f3d6a4dc,HS-100259,ACC-2258,cus_100258,Mata-Gálvez S. R.L. de C.V.,matagalvez734,Mid-Market,Retail,Pro,Ana Ruiz,Puebla,2023-04-15,,active,b10d0bb0f81c,2024-08-31,,True,1.0.0
8ba06f204775,68f66e743a15,HS-100223,ACC-2222,cus_100222,Pulido-Olivárez,pulidoolivar463,SMB,Alimentos,Basico,Ana Ruiz,Jalisco,2022-09-03,,active,3006ea73b76b,2024-08-31,,True,1.0.0
b4c95d6103dc,691d1dc17baa,HS-100302,ACC-2301,cus_100301,Alcaraz-Mayorga S.A.,alcarazmayor697,SMB,Hospitalidad,Basico,Jorge Ibarra,Guanajuato,2022-01-05,,active,178fe802cd43,2024-08-31,,True,1.0.0
d9c29040e369,695d5be4f470,HS-100100,ACC-2099,cus_100099,Industrias Baca y Camarillo,industrias519,SMB,Retail,Basico,Diego Ortega,Yucatán,2022-12-01,,active,b91952ad0533,2024-08-31,,True,1.0.0
e62c62551836,6978c5309efe,HS-100589,ACC-2588,cus_100588,Cadena-Cantú y Asociados,cadenacantu39,SMB,Manufactura,Basico,Ana Ruiz,Guanajuato,2023-11-09,,active,3006ea73b76b,2024-08-31,,True,1.0.0
e133ecc66e82,69901e51bc3c,HS-100420,ACC-2419,cus_100419,Viera S.C.,viera100,Mid-Market,Alimentos,Pro,Diego Ortega,Jalisco,2024-02-28,2024-05-03,churned,79494cbaf8f7,2024-08-31,,True,1.0.0
d459c7c08fa9,699ff55001cc,HS-100097,ACC-2096,cus_100096,"Casárez, Carvajal y Laboy",casarez930,SMB,Automotriz,Basico,Ana Ruiz,Sonora,2022-12-24,,active,3006ea73b76b,2024-08-31,,True,1.0.0
deabaabcbaf4,69a9c5b9b867,HS-100183,ACC-2182,cus_100182,Laboratorios Briseño-Esparza,laboratorios793,Enterprise,Salud,Premium,Luis Peña,Nuevo León,2024-03-10,,active,a06dca9fd7ac,2024-08-31,,True,1.0.0
ff530c650f87,69e452cb7a98,HS-100474,ACC-2473,cus_100473,"Barraza, Naranjo y Valdez",barraza716,Enterprise,Logística,Premium,Jorge Ibarra,Jalisco,2023-02-02,,active,9cf3d8b0a4e9,2024-08-31,,True,1.0.0
31522d6f5a55,6b9938219d8f,HS-100608,ACC-2607,cus_100607,Club Solorzano y Mireles,club873,SMB,Manufactura,Basico,Jorge Ibarra,Sonora,2022-08-24,,active,178fe802cd43,2024-08-31,,True,1.0.0
8437b93013e0,6bca486a099d,HS-100336,ACC-2335,cus_100335,Laureano-Ocasio,laureanoocas684,SMB,Manufactura,Basico,Carla Nuñez,Querétaro,2023-01-23,2024-03-09,churned,54379cde7967,2024-08-31,,True,1.0.0
e1038b1a06d4,6c0b2c4e1901,HS-100632,ACC-2631,cus_100631,Club Perea y Salcido,club5,Enterprise,Alimentos,Premium,Diego Ortega,Sonora,2023-10-04,,active,6c2887815d0e,2024-08-31,,True,1.0.0
d59ae5f2e07f,6cf7fe3272fc,HS-100175,ACC-2174,cus_100174,"Proyectos Miramontes, Santiago y Quesada",proyectos312,Mid-Market,Manufactura,Pro,Carla Nuñez,Nuevo León,2023-08-13,,active,49d8861015c4,2024-08-31,,True,1.0.0
f1c72ad80d4d,6cfc2bb220b5,HS-100031,ACC-2030,cus_100030,Casas y Salinas y Asociados,casas958,Mid-Market,Agroindustria,Pro,Jorge Ibarra,Estado de México,2022-11-01,,active,f20fd128e16f,2024-08-31,,True,1.0.0
fd15728958ae,6d6157f05d37,HS-100046,ACC-2045,cus_100045,"Figueroa, Villa y Rojo",figueroa324,Mid-Market,Alimentos,Pro,Carla Nuñez,Jalisco,2023-03-10,,active,49d8861015c4,2024-08-31,,True,1.0.0
377aa6d9996f,6d621ac6bce1,HS-100004,ACC-2003,cus_100003,Club Medrano y Mercado,club226,Mid-Market,Educación,Pro,Diego Ortega,Nuevo León,2024-05-13,,active,79494cbaf8f7,2024-08-31,,True,1.0.0
0b05f3c3e997,6d7170e9789b,HS-100024,ACC-2023,cus_100023,"Narváez, Madera y Roldán",narvaez60,SMB,Construcción,Basico,Diego Ortega,Jalisco,2022-12-13,2023-10-17,churned,b91952ad0533,2024-08-31,,True,1.0.0
1ad7fc390ad5,6dd0a835084b,HS-100214,ACC-2213,cus_100213,"Cavazos, Zavala y Villareal",cavazos22,SMB,Educación,Basico,Jorge Ibarra,Guanajuato,2024-04-20,,active,178fe802cd43,2024-08-31,,True,1.0.0
df0e8c398c14,6de6d67a878e,HS-100098,ACC-2097,cus_100097,Camacho-Perales,camachoperal851,SMB,Agroindustria,Basico,Marta Díaz,Sonora,2022-03-04,,active,58b139e9510f,2024-08-31,,True,1.0.0
a38cd7e1c682,6e00c339a03e,HS-100332,ACC-2331,cus_100331,Corporacin Quintanilla-Macías,corporacin877,Mid-Market,Hospitalidad,Pro,Marta Díaz,Jalisco,2022-03-18,,active,991478174dff,2024-08-31,,True,1.0.0
5413f600a757,6e9112a3a693,HS-100147,ACC-2146,cus_100146,Polanco-Terán e Hijos,polancoteran45,Mid-Market,Educación,Pro,Jorge Ibarra,Estado de México,2022-02-26,,active,f20fd128e16f,2024-08-31,,True,1.0.0
840571772056,6ea450b057ac,HS-100206,ACC-2205,cus_100205,"Toro, Valentín y Villareal",toro84,SMB,Automotriz,Basico,Carla Nuñez,Yucatán,2024-04-21,,active,54379cde7967,2024-08-31,,True,1.0.0
613e681ce4a4,6eabad2f9e44,HS-100373,ACC-2372,cus_100372,Soria y Quiroz e Hijos,soria564,SMB,Alimentos,Basico,Jorge Ibarra,Yucatán,2024-01-21,,active,178fe802cd43,2024-08-31,,True,1.0.0
d48d309f4769,6f8a65d8e369,HS-100244,ACC-2243,cus_100243,Galindo S. R.L. de C.V.,galindo94,SMB,Educación,Basico,Ana Ruiz,Estado de México,2022-07-12,,active,3006ea73b76b,2024-08-31,,True,1.0.0
a38652efb921,6fbc308a9ed5,HS-100476,ACC-2475,cus_100475,Grupo Alba-Toledo,grupo13,Enterprise,Retail,Premium,Jorge Ibarra,Guanajuato,2024-06-11,,active,9cf3d8b0a4e9,2024-08-31,,True,1.0.0
49cd34d434cc,701a7145499e,HS-100462,ACC-2461,cus_100461,Bahena-Dávila,bahenadavila360,Mid-Market,Alimentos,Pro,Jorge Ibarra,Sonora,2024-04-10,,active,f20fd128e16f,2024-08-31,,True,1.0.0
afcd899e2837,705ac77b56d1,HS-100106,ACC-2105,cus_100105,Olmos y Lozano S.C.,olmos287,SMB,Salud,Basico,Ana Ruiz,Puebla,2022-05-04,2023-01-14,churned,3006ea73b76b,2024-08-31,,True,1.0.0
7d71eebf5ccd,7098e946d95f,HS-100179,ACC-2178,cus_100178,Laboratorios Leyva y Ojeda,laboratorios703,Enterprise,Retail,Premium,Marta Díaz,CDMX,2022-11-13,,active,80ca9c6c79de,2024-08-31,,True,1.0.0
6d4493d40376,70ea0c23bdb2,HS-100038,ACC-2037,cus_100037,Miramontes y Zambrano S.A. de C.V.,miramontes3,SMB,Educación,Basico,Jorge Ibarra,Querétaro,2022-07-11,,active,178fe802cd43,2024-08-31,,True,1.0.0
86d89d3d57cc,714a72f5154c,HS-100552,ACC-2551,cus_100551,Laboratorios Ramírez y Villalpando,laboratorios940,Mid-Market,Alimentos,Pro,Jorge Ibarra,Nuevo León,2023-05-20,,active,f20fd128e16f,2024-08-31,,True,1.0.0
482702329303,723875008eb9,HS-100578,ACC-2577,cus_100577,Villaseñor-Marrero e Hijos,villasenorma744,Enterprise,Salud,Premium,Diego Ortega,Yucatán,2023-02-04,,active,6c2887815d0e,2024-08-31,,True,1.0.0
924c996cacaa,72c0afa9c950,HS-100411,ACC-2410,cus_100410,"Núñez, Laureano y Casillas",nunez76,SMB,Educación,Basico,Carla Nuñez,Estado de México,2023-07-13,,active,54379cde7967,2024-08-31,,True,1.0.0
fdc5e74e92a8,73791fb3cf09,HS-100557,ACC-2556,cus_100556,"Ocampo, Osorio y Oquendo",ocampo764,SMB,Manufactura,Basico,Marta Díaz,Querétaro,2023-05-06,,active,58b139e9510f,2024-08-31,,True,1.0.0
ba196fc286a6,73a7137f9426,HS-100536,ACC-2535,cus_100535,Guajardo y Chacón S.A.,guajardo161,Enterprise,Educación,Premium,Luis Peña,Estado de México,2022-10-03,,active,a06dca9fd7ac,2024-08-31,,True,1.0.0
4d2040617ecb,742b497d49d8,HS-100193,ACC-2192,cus_100192,Batista-de León S. R.L. de C.V.,batistade887,Enterprise,Agroindustria,Premium,Jorge Ibarra,Guanajuato,2024-06-12,,active,9cf3d8b0a4e9,2024-08-31,,True,1.0.0
5d0c37240222,755809755e6a,HS-100343,ACC-2342,cus_100342,"Amaya, Cadena y Prieto",amaya829,SMB,Alimentos,Basico,Jorge Ibarra,Sonora,2022-11-15,,active,178fe802cd43,2024-08-31,,True,1.0.0
66e5e361f3f9,75e57a3efe0c,HS-100145,ACC-2144,cus_100144,Paredes-Angulo,paredesangul458,SMB,Tecnología,Basico,Diego Ortega,Chihuahua,2023-12-29,,active,b91952ad0533,2024-08-31,,True,1.0.0
7f5293957655,762274061052,HS-100236,ACC-2235,cus_100235,"Despacho Quiñones, Chacón y Rosado",despacho678,Mid-Market,Manufactura,Pro,Luis Peña,Nuevo León,2023-08-26,,active,1e61b2a314d4,2024-08-31,,True,1.0.0
08824be5365f,76352359fd43,HS-100121,ACC-2120,cus_100120,Laboratorios Velásquez-Aponte,laboratorios102,Mid-Market,Agroindustria,Pro,Fernanda Solís,Jalisco,2022-07-05,,active,4fa0276c7767,2024-08-31,,True,1.0.0
5a501e081ea0,766e960f8f0e,HS-100146,ACC-2145,cus_100145,"Sotelo, Montemayor y Vásquez",sotelo467,SMB,Educación,Basico,Jorge Ibarra,Puebla,2023-09-10,,active,178fe802cd43,2024-08-31,,True,1.0.0
201e133d6557,7673a68d1cc4,HS-100011,ACC-2010,cus_100010,"Aragón, Rodríguez y Carmona",aragon651,SMB,Hospitalidad,Basico,Jorge Ibarra,Estado de México,2023-01-20,,active,178fe802cd43,2024-08-31,,True,1.0.0
a831254a36d5,76bafd451e9e,HS-100197,ACC-2196,cus_100196,"Ayala, Valle y Fuentes",ayala338,Mid-Market,Servicios Financieros,Pro,Fernanda Solís,Estado de México,2023-07-13,,active,4fa0276c7767,2024-08-31,,True,1.0.0
87204e2ec0cf,7700c04b25c9,HS-100213,ACC-2212,cus_100212,Industrias Abreu y Granado,industrias440,Mid-Market,Hospitalidad,Pro,Marta Díaz,Jalisco,2022-10-04,,active,991478174dff,2024-08-31,,True,1.0.0
1ed65726d8c9,772649d900e7,HS-100186,ACC-2185,cus_100185,Club Mejía-Carrera,club130,Mid-Market,Manufactura,Pro,Ana Ruiz,Yucatán,2024-04-09,,active,b10d0bb0f81c,2024-08-31,,True,1.0.0
f705c05eda97,774336269cfb,HS-100061,ACC-2060,cus_100060,Grupo Valencia-Alva,grupo25,SMB,Construcción,Basico,Diego Ortega,Jalisco,2023-03-12,,active,b91952ad0533,2024-08-31,,True,1.0.0
98996d823799,779b9041ca93,HS-100271,ACC-2270,cus_100270,Laboratorios Tafoya y Sanches,laboratorios782,Mid-Market,Alimentos,Pro,Jorge Ibarra,Guanajuato,2022-05-10,,active,f20fd128e16f,2024-08-31,,True,1.0.0
a62566f2bd42,77af4118522b,HS-100547,ACC-2546,cus_100546,Godoy y Fierro y Asociados,godoy405,SMB,Retail,Basico,Carla Nuñez,Sonora,2022-03-27,,active,54379cde7967,2024-08-31,,True,1.0.0
6ec7168ddb37,77c327404c72,HS-100613,ACC-2612,cus_100612,Proyectos Esquibel-Espinal,proyectos389,Mid-Market,Hospitalidad,Pro,Jorge Ibarra,Yucatán,2022-08-28,2023-03-09,churned,f20fd128e16f,2024-08-31,,True,1.0.0
97ddb2bb2ecd,780a87c8c2a0,HS-100191,ACC-2190,cus_100190,"Proyectos Padrón, Saavedra y Solís",proyectos730,SMB,Servicios Financieros,Basico,Jorge Ibarra,Chihuahua,2023-01-24,,active,178fe802cd43,2024-08-31,,True,1.0.0
23834275c706,785078eeba1d,HS-100320,ACC-2319,cus_100319,Corporacin Aguirre y Jaime,corporacin491,SMB,Agroindustria,Basico,Carla Nuñez,Querétaro,2023-12-12,,active,54379cde7967,2024-08-31,,True,1.0.0
4726441243ba,789c81ac0120,HS-100356,ACC-2355,cus_100355,Jáquez S.A.,jaquez613,Mid-Market,Hospitalidad,Pro,Luis Peña,Chihuahua,2023-02-24,,active,1e61b2a314d4,2024-08-31,,True,1.0.0
0db6530fb68a,78d1aed426c1,HS-100211,ACC-2210,cus_100210,Zambrano-Navarrete,zambranonava390,SMB,Tecnología,Basico,Fernanda Solís,Guanajuato,2023-07-03,,active,05c44af64c13,2024-08-31,,True,1.0.0
1b9880dae9cc,78dd22e22aac,HS-100528,ACC-2527,cus_100527,"Club Segovia, Santana y Vela",club356,SMB,Construcción,Basico,Ana Ruiz,Guanajuato,2023-07-27,,active,3006ea73b76b,2024-08-31,,True,1.0.0
62fb26a594f6,78e777fdb583,HS-100546,ACC-2545,cus_100545,"Tejada, Cortez y León",tejada989,SMB,Educación,Basico,Jorge Ibarra,Querétaro,2023-02-19,,active,178fe802cd43,2024-08-31,,True,1.0.0
d36c2472012c,78fc9da31292,HS-100323,ACC-2322,cus_100322,Olivares S.C.,olivares988,Mid-Market,Manufactura,Pro,Jorge Ibarra,Yucatán,2022-12-31,,active,f20fd128e16f,2024-08-31,,True,1.0.0
29a79edeb5c5,790c661f3ba2,HS-100258,ACC-2257,cus_100257,Laboratorios Montaño y Carvajal,laboratorios180,Mid-Market,Automotriz,Pro,Luis Peña,Nuevo León,2024-01-23,,active,1e61b2a314d4,2024-08-31,,True,1.0.0
48d6668ce97a,793be83a3632,HS-100005,ACC-2004,cus_100004,Club Jasso y Puente,club433,SMB,Agroindustria,Basico,Ana Ruiz,Jalisco,2022-09-11,2023-10-20,churned,3006ea73b76b,2024-08-31,,True,1.0.0
505c3d1f05cc,794d03d90ea6,HS-100087,ACC-2086,cus_100086,Rosas-Varela,rosasvarela500,Mid-Market,Construcción,Pro,Jorge Ibarra,Guanajuato,2022-08-08,,active,f20fd128e16f,2024-08-31,,True,1.0.0
a639a8e1874b,7964d8b4df3d,HS-100549,ACC-2548,cus_100548,Varela-Gallegos,varelagalleg130,SMB,Construcción,Basico,Jorge Ibarra,Puebla,2023-09-25,,active,178fe802cd43,2024-08-31,,True,1.0.0
d191f59a74e8,79adf7e6a753,HS-100395,ACC-2394,cus_100394,Laboratorios Olivares-Castro,laboratorios158,SMB,Logística,Basico,Marta Díaz,Jalisco,2023-01-01,,active,58b139e9510f,2024-08-31,,True,1.0.0
909c3e2dd931,79b0014ab30f,HS-100486,ACC-2485,cus_100485,Club Nieto-Gaona,club336,Enterprise,Logística,Premium,Marta Díaz,Sonora,2023-12-16,2024-04-05,churned,80ca9c6c79de,2024-08-31,,True,1.0.0
46b1405b4d1d,79cd2764ab4f,HS-100455,ACC-2454,cus_100454,Proyectos Frías-Sánchez,proyectos896,SMB,Tecnología,Basico,Ana Ruiz,Guanajuato,2022-06-14,,active,3006ea73b76b,2024-08-31,,True,1.0.0
f8c8377b12b9,79d3b0680edc,HS-100059,ACC-2058,cus_100058,Despacho Escobar-Soto,despacho822,SMB,Educación,Basico,Jorge Ibarra,CDMX,2022-06-30,2022-12-17,churned,178fe802cd43,2024-08-31,,True,1.0.0
1414ad7a50c6,79dd57fbb9d2,HS-100104,ACC-2103,cus_100103,"Club Villalobos, Rentería y Quintana",club769,SMB,Construcción,Basico,Marta Díaz,CDMX,2022-11-24,,active,58b139e9510f,2024-08-31,,True,1.0.0
d44ea8ff143c,7a2060655ae1,HS-100367,ACC-2366,cus_100366,"Maestas, de la Garza y Aragón",maestas619,Enterprise,Agroindustria,Premium,Carla Nuñez,Guanajuato,2022-11-30,,active,3bfc4837532c,2024-08-31,,True,1.0.0
260b78746f9d,7a37e35fc015,HS-100404,ACC-2403,cus_100403,"Márquez, Adame y Cepeda",marquez390,Mid-Market,Hospitalidad,Pro,Diego Ortega,Sonora,2022-04-26,,active,79494cbaf8f7,2024-08-31,,True,1.0.0
0cac5a4687d4,7a3a0e83d9f6,HS-100504,ACC-2503,cus_100503,Baeza S.A. de C.V.,baeza601,Mid-Market,Hospitalidad,Pro,Luis Peña,Yucatán,2022-09-10,,active,1e61b2a314d4,2024-08-31,,True,1.0.0
77e22dfd54d2,7a5802bb88f1,HS-100133,ACC-2132,cus_100132,"Serrato, Acosta y Granados",serrato422,SMB,Salud,Basico,Jorge Ibarra,Chihuahua,2023-07-11,,active,178fe802cd43,2024-08-31,,True,1.0.0
912eaff5df16,7b530221112a,HS-100304,ACC-2303,cus_100303,Guzmán-Salcido,guzmansalcid47,Mid-Market,Manufactura,Pro,Jorge Ibarra,Chihuahua,2023-03-28,,active,f20fd128e16f,2024-08-31,,True,1.0.0
e3aae63c815a,7c22a127f33f,HS-100176,ACC-2175,cus_100175,"Grupo Patiño, Huerta y Tafoya",grupo465,SMB,Educación,Basico,Fernanda Solís,Nuevo León,2022-02-23,,active,05c44af64c13,2024-08-31,,True,1.0.0
4c0758351cef,7c49bd17517b,HS-100021,ACC-2020,cus_100020,Rivera y Frías y Asociados,rivera781,Mid-Market,Servicios Financieros,Pro,Fernanda Solís,Querétaro,2024-05-16,,active,4fa0276c7767,2024-08-31,,True,1.0.0
8b43d108bc19,7c71e1e60120,HS-100594,ACC-2593,cus_100593,Grupo Urías-Romero,grupo169,SMB,Construcción,Basico,Fernanda Solís,Nuevo León,2022-05-23,,active,05c44af64c13,2024-08-31,,True,1.0.0
09cf18460893,7c99b8a3ebf7,HS-100392,ACC-2391,cus_100391,"Corporacin Merino, Orosco y Jaimes",corporacin993,SMB,Educación,Basico,Diego Ortega,Yucatán,2024-04-15,,active,b91952ad0533,2024-08-31,,True,1.0.0
78951bff2617,7c9b0514c9d6,HS-100132,ACC-2131,cus_100131,Lebrón-Alonso S.A.,lebronalonso482,SMB,Retail,Basico,Ana Ruiz,Nuevo León,2024-01-20,,active,3006ea73b76b,2024-08-31,,True,1.0.0
86e1ad8bbc4f,7cd86d7f8789,HS-100574,ACC-2573,cus_100573,Vera-Maya A.C.,veramaya284,Mid-Market,Salud,Pro,Fernanda Solís,Querétaro,2022-06-27,,active,4fa0276c7767,2024-08-31,,True,1.0.0
ae1ffd86f433,7cf052e41458,HS-100227,ACC-2226,cus_100226,"Berríos, Carranza y Nazario",berrios725,Enterprise,Construcción,Premium,Luis Peña,Guanajuato,2024-06-05,,active,a06dca9fd7ac,2024-08-31,,True,1.0.0
2b330aa5b043,7d5032d842ab,HS-100201,ACC-2200,cus_100200,Grupo Arellano-Luna,grupo629,Mid-Market,Hospitalidad,Pro,Fernanda Solís,Querétaro,2023-06-11,,active,4fa0276c7767,2024-08-31,,True,1.0.0
b7efcb549d88,7d7c2ceb2e92,HS-100229,ACC-2228,cus_100228,"Industrias Ríos, Saucedo y Salcido",industrias809,Enterprise,Manufactura,Premium,Carla Nuñez,Estado de México,2024-05-17,,active,3bfc4837532c,2024-08-31,,True,1.0.0
0ddd54ba8201,7df9e48b2cc4,HS-100353,ACC-2352,cus_100352,"Proyectos Saldivar, Tejeda y de la Torre",proyectos69,Mid-Market,Construcción,Pro,Fernanda Solís,CDMX,2024-05-12,,active,4fa0276c7767,2024-08-31,,True,1.0.0
f1e85b80e825,7e3cff38400b,HS-100583,ACC-2582,cus_100582,Industrias Mares y López,industrias55,SMB,Alimentos,Basico,Carla Nuñez,Jalisco,2024-02-02,,active,54379cde7967,2024-08-31,,True,1.0.0
d2e6b6112560,7ecb5a47e4a1,HS-100540,ACC-2539,cus_100539,Hernádez y Córdova S. R.L. de C.V.,hernadez205,SMB,Alimentos,Basico,Ana Ruiz,Yucatán,2023-09-20,2024-02-01,churned,3006ea73b76b,2024-08-31,,True,1.0.0
9eca901ab50f,7ed9ffed0ce9,HS-100020,ACC-2019,cus_100019,"Espinosa, Valdez y Tamez",espinosa349,SMB,Automotriz,Basico,Fernanda Solís,Querétaro,2022-02-15,2022-04-19,churned,05c44af64c13,2024-08-31,,True,1.0.0
ea03514cdb94,7efaa9165fad,HS-100265,ACC-2264,cus_100264,Ferrer-Vallejo,ferrervallej301,Mid-Market,Servicios Financieros,Pro,Marta Díaz,Querétaro,2023-11-07,,active,991478174dff,2024-08-31,,True,1.0.0
93e78f429ce0,7efd4b9f1c59,HS-100310,ACC-2309,cus_100309,"Carreón, Alonso y Castellanos",carreon175,SMB,Alimentos,Basico,Luis Peña,CDMX,2022-08-23,,active,b1d5ba07b065,2024-08-31,,True,1.0.0
91cbe79880a6,7fb38f9e61ff,HS-100562,ACC-2561,cus_100561,"Mejía, Paredes y Vargas",mejia68,SMB,Tecnología,Basico,Luis Peña,Puebla,2023-08-13,2023-10-26,churned,b1d5ba07b065,2024-08-31,,True,1.0.0
6084f31983d9,800f2eb56933,HS-100030,ACC-2029,cus_100029,García S. R.L. de C.V.,garcia527,SMB,Retail,Basico,Carla Nuñez,Nuevo León,2024-02-08,,active,54379cde7967,2024-08-31,,True,1.0.0
2b32696733dd,8018f473b454,HS-100512,ACC-2511,cus_100511,Despacho Olivárez y Toro,despacho277,SMB,Educación,Basico,Ana Ruiz,Querétaro,2022-02-11,,active,3006ea73b76b,2024-08-31,,True,1.0.0
