master_id,hubspot_id,account_id,vitally_id,account_match_tier,vitally_match_tier,confidence_tier,resolved_at,ruleset_version
db6aaecba31f,HS-100083,ACC-2082,cus_100082,T0,T1,T1,2024-08-31,1.0.0
db9bc2d200e6,HS-100601,ACC-2600,cus_100600,T0,T1,T1,2024-08-31,1.0.0
dbad5cfaab50,HS-100142,ACC-2141,cus_100141,T0,T1,T1,2024-08-31,1.0.0
dbb9781b47c5,HS-100447,ACC-2446,cus_100446,T0,T1,T1,2024-08-31,1.0.0
dbef19a6cece,HS-100290,ACC-2289,cus_100289,T0,T1,T1,2024-08-31,1.0.0
dc2ff4bd4800,HS-100048,ACC-2047,cus_100047,T0,T1,T1,2024-08-31,1.0.0
dc7546038f51,HS-100022,ACC-2021,cus_100021,T0,T1,T1,2024-08-31,1.0.0
dc75715a3853,HS-100529,ACC-2528,cus_100528,T2,T1,T2,2024-08-31,1.0.0
dcbec6838ba3,HS-100585,ACC-2584,cus_100584,T0,T1,T1,2024-08-31,1.0.0
dcf4823a4d63,HS-100614,ACC-2613,cus_100613,T0,T1,T1,2024-08-31,1.0.0
dcf6784c3f48,HS-100586,ACC-2585,cus_100585,T0,T1,T1,2024-08-31,1.0.0
dd8109cf375b,HS-100070,ACC-2069,cus_100069,T0,T1,T1,2024-08-31,1.0.0
dde4a2325dc6,HS-100506,ACC-2505,cus_100505,T0,T1,T1,2024-08-31,1.0.0
de0488775bd0,HS-100502,ACC-2501,cus_100501,T0,T1,T1,2024-08-31,1.0.0
de3394369082,HS-100430,ACC-2429,cus_100429,T0,T1,T1,2024-08-31,1.0.0
de3af92df17a,HS-100313,ACC-2312,cus_100312,T0,T1,T1,2024-08-31,1.0.0
de73c32fa777,HS-100364,ACC-2363,cus_100363,T0,T1,T1,2024-08-31,1.0.0
dfdbf0b4c7e0,HS-100406,ACC-2405,cus_100405,T0,T1,T1,2024-08-31,1.0.0
e044425f0f1a,HS-100403,ACC-2402,cus_100402,T0,T1,T1,2024-08-31,1.0.0
e0ed9bc3304b,HS-100494,ACC-2493,cus_100493,T0,T1,T1,2024-08-31,1.0.0
e102e7f3e17f,HS-100416,ACC-2415,cus_100415,T0,T1,T1,2024-08-31,1.0.0
e19569d925d2,HS-100606,ACC-2605,cus_100605,T0,T1,T1,2024-08-31,1.0.0
e31d2d4a48e2,HS-100513,ACC-2512,cus_100512,T2,T1,T2,2024-08-31,1.0.0
e37c074286d9,HS-100339,ACC-2338,cus_100338,T0,T1,T1,2024-08-31,1.0.0
e382b0077d44,HS-100013,ACC-2012,cus_100012,T0,T1,T1,2024-08-31,1.0.0
e4190b8c9edb,HS-100603,ACC-2602,cus_100602,T0,T1,T1,2024-08-31,1.0.0
e43a3fafab38,HS-100372,ACC-2371,cus_100371,T0,T1,T1,2024-08-31,1.0.0
e48d5b78a86a,HS-100337,ACC-2336,cus_100336,T0,T1,T1,2024-08-31,1.0.0
e49077a75737,HS-100645,ACC-2644,cus_100644,T0,T1,T1,2024-08-31,1.0.0
e552d9325009,HS-100383,ACC-2382,cus_100382,T0,T1,T1,2024-08-31,1.0.0
e57b67711c10,HS-100296,ACC-2295,cus_100295,T0,T1,T1,2024-08-31,1.0.0
e5bcc1fbee61,HS-100049,ACC-2048,cus_100048,T0,T1,T1,2024-08-31,1.0.0
e5c032b1ac0b,HS-100014,ACC-2013,cus_100013,T0,T1,T1,2024-08-31,1.0.0
e622c23e2951,HS-100435,ACC-2434,cus_100434,T0,T1,T1,2024-08-31,1.0.0
e7259d79b184,HS-100139,ACC-2138,cus_100138,T0,T1,T1,2024-08-31,1.0.0
e75f33c9ed23,HS-100105,ACC-2104,cus_100104,T0,T1,T1,2024-08-31,1.0.0
e79544859377,HS-100162,ACC-2161,cus_100161,T0,T1,T1,2024-08-31,1.0.0
e883c54c8ca8,HS-100084,ACC-2083,cus_100083,T0,T1,T1,2024-08-31,1.0.0
e88a6a9945b0,HS-100338,ACC-2337,cus_100337,T0,T1,T1,2024-08-31,1.0.0
e8f392fbcfbd,HS-100322,ACC-2321,cus_100321,T0,T1,T1,2024-08-31,1.0.0
e9214ee5bf0b,HS-100627,ACC-2626,cus_100626,T0,T1,T1,2024-08-31,1.0.0
e96833e2c6bb,HS-100449,ACC-2448,cus_100448,T0,T1,T1,2024-08-31,1.0.0
e9e407e1731c,HS-100511,ACC-2510,cus_100510,T0,T1,T1,2024-08-31,1.0.0
ea8725dcabb1,HS-100071,ACC-2070,cus_100070,T0,T1,T1,2024-08-31,1.0.0
eab9d5094af3,HS-100318,ACC-2317,cus_100317,T0,T1,T1,2024-08-31,1.0.0
eb0b897c470a,HS-100639,ACC-2638,cus_100638,T0,T1,T1,2024-08-31,1.0.0
eb11583a635e,HS-100345,ACC-2344,cus_100344,T0,T1,T1,2024-08-31,1.0.0
eb6e17931ac2,HS-100605,ACC-2604,cus_100604,T0,T1,T1,2024-08-31,1.0.0
eb78824cdc91,HS-100187,ACC-2186,cus_100186,T0,T1,T1,2024-08-31,1.0.0
ebaae71bb69b,HS-100650,ACC-2649,cus_100649,T0,T1,T1,2024-08-31,1.0.0
ecd54f585087,HS-100599,ACC-2598,cus_100598,T0,T1,T1,2024-08-31,1.0.0
ed0225bd89c5,HS-100593,ACC-2592,cus_100592,T0,T1,T1,2024-08-31,1.0.0
ed5931954b72,HS-100531,ACC-2530,cus_100530,T0,T1,T1,2024-08-31,1.0.0
eda37dec809b,HS-100491,ACC-2490,cus_100490,T0,T1,T1,2024-08-31,1.0.0
ee1a76c497e4,HS-100394,ACC-2393,cus_100393,T0,T1,T1,2024-08-31,1.0.0
ef0e67d8ffaf,HS-100297,ACC-2296,cus_100296,T0,T1,T1,2024-08-31,1.0.0
ef28de0cbaf4,HS-100247,ACC-2246,cus_100246,T0,T1,T1,2024-08-31,1.0.0
ef9605d5a1d4,HS-100464,ACC-2463,cus_100463,T0,T1,T1,2024-08-31,1.0.0
efdc46580159,HS-100268,ACC-2267,cus_100267,T2,T1,T2,2024-08-31,1.0.0
efe6dcc1eacd,HS-100470,ACC-2469,cus_100469,T0,T1,T1,2024-08-31,1.0.0
eff19c144690,HS-100275,ACC-2274,cus_100274,T2,T1,T2,2024-08-31,1.0.0
f08e91043b03,HS-100285,ACC-2284,cus_100284,T0,T1,T1,2024-08-31,1.0.0
f08eb23cc0db,HS-100143,ACC-2142,cus_100142,T0,T1,T1,2024-08-31,1.0.0
f16517f6876a,HS-100417,ACC-2416,cus_100416,T2,T1,T2,2024-08-31,1.0.0
f189adcdf97f,HS-100376,ACC-2375,cus_100375,T0,T1,T1,2024-08-31,1.0.0
f1a6ca1331db,HS-100032,ACC-2031,cus_100031,T0,T1,T1,2024-08-31,1.0.0
f268910f164f,HS-100015,ACC-2014,cus_100014,T0,T1,T1,2024-08-31,1.0.0
f278c285db4a,HS-100113,ACC-2112,cus_100112,T0,T1,T1,2024-08-31,1.0.0
f2bfbed8aeda,HS-100200,ACC-2199,cus_100199,T0,T1,T1,2024-08-31,1.0.0
f2f553d01764,HS-100033,ACC-2032,cus_100032,T2,T1,T2,2024-08-31,1.0.0
f3488af55845,HS-100519,ACC-2518,cus_100518,T0,T1,T1,2024-08-31,1.0.0
f34cb98c7172,HS-100561,ACC-2560,cus_100560,T0,T1,T1,2024-08-31,1.0.0
f4369dc52865,HS-100644,ACC-2643,cus_100643,T0,T1,T1,2024-08-31,1.0.0
f43c5b31b192,HS-100194,ACC-2193,cus_100193,T0,T1,T1,2024-08-31,1.0.0
f4738f0dd8aa,HS-100237,ACC-2236,cus_100236,T0,T1,T1,2024-08-31,1.0.0
f51f42af8a26,HS-100130,ACC-2129,cus_100129,T0,T1,T1,2024-08-31,1.0.0
f53160415402,HS-100553,ACC-2552,cus_100552,T0,T1,T1,2024-08-31,1.0.0
f5dc072a79ed,HS-100440,ACC-2439,cus_100439,T0,T1,T1,2024-08-31,1.0.0
f60394aa4454,HS-100245,ACC-2244,cus_100244,T0,T1,T1,2024-08-31,1.0.0
f618418fca35,HS-100157,ACC-2156,cus_100156,T0,T1,T1,2024-08-31,1.0.0
f6c34b74fdf2,HS-100428,ACC-2427,cus_100427,T0,T1,T1,2024-08-31,1.0.0
f750af5db82c,HS-100044,ACC-2043,cus_100043,T0,T1,T1,2024-08-31,1.0.0
f7b188c45db9,HS-100023,ACC-2022,cus_100022,T0,T1,T1,2024-08-31,1.0.0
f7c843dcd62a,HS-100301,ACC-2300,cus_100300,T0,T1,T1,2024-08-31,1.0.0
f81f32be9b74,HS-100409,ACC-2408,cus_100408,T0,T1,T1,2024-08-31,1.0.0
f8253f98cbef,HS-100276,ACC-2275,cus_100275,T0,T1,T1,2024-08-31,1.0.0
f8ef2a0febfc,HS-100341,ACC-2340,cus_100340,T0,T1,T1,2024-08-31,1.0.0
f9258b3410f9,HS-100590,ACC-2589,cus_100589,T0,T1,T1,2024-08-31,1.0.0
f9d56b104a2b,HS-100544,ACC-2543,cus_100543,T0,T1,T1,2024-08-31,1.0.0
fa78e5fd572a,HS-100401,ACC-2400,cus_100400,T0,T1,T1,2024-08-31,1.0.0
fa963456da9c,HS-100558,ACC-2557,cus_100557,T2,T1,T2,2024-08-31,1.0.0
fb754cb6ae6b,HS-100025,ACC-2024,cus_100024,T2,T1,T2,2024-08-31,1.0.0
fb8b03e9c21b,HS-100254,ACC-2253,cus_100253,T0,T1,T1,2024-08-31,1.0.0
fca6820379e6,HS-100283,ACC-2282,cus_100282,T0,T1,T1,2024-08-31,1.0.0
fcb92db97bd8,HS-100458,ACC-2457,cus_100457,T0,T1,T1,2024-08-31,1.0.0
